Date,Ticker,Company,Sector,Open,High,Low,Close,Volume,Source,Daily_Return,Cum_Return,MA_20,MA_50,Volatility_20
2020-02-05,AAPL,Apple Inc.,Technology,69.65,70.2,68.87,69.95,48204655,Kaggle_TechStocks_Dataset,-0.009487,-0.067333,75.95,,0.017295
2020-02-06,AAPL,Apple Inc.,Technology,70.36,71.18,68.96,70.11,1503940,Kaggle_TechStocks_Dataset,0.002287,-0.0652,75.56,,0.017379
2020-02-07,AAPL,Apple Inc.,Technology,68.68,69.61,68.5,68.68,36086448,Kaggle_TechStocks_Dataset,-0.020397,-0.084267,74.98,,0.015735
2020-02-10,AAPL,Apple Inc.,Technology,69.16,70.5,67.92,69.17,35606061,Kaggle_TechStocks_Dataset,0.007135,-0.077733,74.38,,0.015301
2020-02-11,AAPL,Apple Inc.,Technology,68.5,68.6,67.73,68.44,31511787,Kaggle_TechStocks_Dataset,-0.010554,-0.087467,73.77,,0.015312
2020-02-12,AAPL,Apple Inc.,Technology,68.32,68.24,67.02,68.1,49515333,Kaggle_TechStocks_Dataset,-0.004968,-0.092,73.1,,0.014735
2020-02-13,AAPL,Apple Inc.,Technology,67.28,67.81,66.08,67.38,16282092,Kaggle_TechStocks_Dataset,-0.010573,-0.1016,72.43,,0.014739
2020-02-14,AAPL,Apple Inc.,Technology,69.77,70.07,68.3,69.65,17658621,Kaggle_TechStocks_Dataset,0.03369,-0.071333,71.9,,0.017556
2020-02-17,AAPL,Apple Inc.,Technology,69.7,70.05,68.49,69.65,4868030,Kaggle_TechStocks_Dataset,0.0,-0.071333,71.36,,0.017428
2020-02-18,AAPL,Apple Inc.,Technology,68.18,69.59,68.1,68.34,22697108,Kaggle_TechStocks_Dataset,-0.018808,-0.0888,70.89,,0.016485
2020-02-19,AAPL,Apple Inc.,Technology,69.63,69.77,68.35,69.37,13791377,Kaggle_TechStocks_Dataset,0.015072,-0.075067,70.59,,0.016089
2020-02-20,AAPL,Apple Inc.,Technology,68.07,68.29,67.74,67.87,17825948,Kaggle_TechStocks_Dataset,-0.021623,-0.095067,70.25,,0.016524
2020-02-21,AAPL,Apple Inc.,Technology,68.26,69.2,67.54,68.15,41894017,Kaggle_TechStocks_Dataset,0.004126,-0.091333,70.0,,0.016322
2020-02-24,AAPL,Apple Inc.,Technology,66.0,66.4,65.0,65.77,46838741,Kaggle_TechStocks_Dataset,-0.034923,-0.123067,69.6,,0.017584
2020-02-25,AAPL,Apple Inc.,Technology,64.46,65.23,63.64,64.22,10100920,Kaggle_TechStocks_Dataset,-0.023567,-0.143733,69.18,,0.017899
2020-02-26,AAPL,Apple Inc.,Technology,64.6,64.61,63.81,64.47,19252937,Kaggle_TechStocks_Dataset,0.003893,-0.1404,68.87,,0.017433
2020-02-27,AAPL,Apple Inc.,Technology,65.57,66.02,64.99,65.35,46502897,Kaggle_TechStocks_Dataset,0.01365,-0.128667,68.5,,0.016418
2020-02-28,AAPL,Apple Inc.,Technology,65.7,65.68,64.61,65.57,4028614,Kaggle_TechStocks_Dataset,0.003366,-0.125733,68.17,,0.016526
2020-03-02,AAPL,Apple Inc.,Technology,65.57,65.59,64.58,65.45,5525665,Kaggle_TechStocks_Dataset,-0.00183,-0.127333,67.82,,0.016476
2020-03-03,AAPL,Apple Inc.,Technology,65.19,66.3,64.91,65.11,8976758,Kaggle_TechStocks_Dataset,-0.005195,-0.131867,67.54,,0.01576
2020-03-04,AAPL,Apple Inc.,Technology,63.56,63.63,63.27,63.4,30165428,Kaggle_TechStocks_Dataset,-0.026263,-0.154667,67.21,,0.0165
2020-03-05,AAPL,Apple Inc.,Technology,62.39,63.3,62.41,62.6,8373141,Kaggle_TechStocks_Dataset,-0.012618,-0.165333,66.84,,0.016501
2020-03-06,AAPL,Apple Inc.,Technology,62.34,62.65,61.35,62.1,48435742,Kaggle_TechStocks_Dataset,-0.007987,-0.172,66.51,,0.016141
2020-03-09,AAPL,Apple Inc.,Technology,63.54,63.78,62.97,63.3,22889011,Kaggle_TechStocks_Dataset,0.019324,-0.156,66.21,,0.016835
2020-03-10,AAPL,Apple Inc.,Technology,63.41,64.86,63.01,63.71,25574380,Kaggle_TechStocks_Dataset,0.006477,-0.150533,65.98,71.49,0.016932
2020-03-11,AAPL,Apple Inc.,Technology,61.91,61.8,61.06,61.71,13086272,Kaggle_TechStocks_Dataset,-0.031392,-0.1772,65.66,71.22,0.018051
2020-03-12,AAPL,Apple Inc.,Technology,61.86,62.94,61.09,62.09,24077052,Kaggle_TechStocks_Dataset,0.006158,-0.172133,65.39,70.95,0.018155
2020-03-13,AAPL,Apple Inc.,Technology,61.58,62.87,61.14,61.68,33433767,Kaggle_TechStocks_Dataset,-0.006603,-0.1776,65.0,70.67,0.015851
2020-03-16,AAPL,Apple Inc.,Technology,61.1,61.66,59.95,60.95,37807679,Kaggle_TechStocks_Dataset,-0.011835,-0.187333,64.56,70.36,0.015838
2020-03-17,AAPL,Apple Inc.,Technology,61.43,62.8,60.8,61.64,37939536,Kaggle_TechStocks_Dataset,0.011321,-0.178133,64.23,70.02,0.016041
2020-03-18,AAPL,Apple Inc.,Technology,63.0,62.93,62.56,62.8,29316664,Kaggle_TechStocks_Dataset,0.018819,-0.162667,63.9,69.72,0.016307
2020-03-19,AAPL,Apple Inc.,Technology,64.08,64.44,62.84,63.87,45313628,Kaggle_TechStocks_Dataset,0.017038,-0.1484,63.7,69.43,0.016503
2020-03-20,AAPL,Apple Inc.,Technology,62.92,63.29,61.75,62.92,41052984,Kaggle_TechStocks_Dataset,-0.014874,-0.161067,63.44,69.09,0.016623
2020-03-23,AAPL,Apple Inc.,Technology,62.28,63.52,61.42,62.59,38095357,Kaggle_TechStocks_Dataset,-0.005245,-0.165467,63.28,68.72,0.014944
2020-03-24,AAPL,Apple Inc.,Technology,62.85,64.22,62.85,62.98,3724670,Kaggle_TechStocks_Dataset,0.006231,-0.160267,63.21,68.36,0.014185
2020-03-25,AAPL,Apple Inc.,Technology,64.17,64.48,63.44,64.1,1337020,Kaggle_TechStocks_Dataset,0.017783,-0.145333,63.2,68.02,0.014759
2020-03-26,AAPL,Apple Inc.,Technology,63.88,64.42,62.79,63.57,11409916,Kaggle_TechStocks_Dataset,-0.008268,-0.1524,63.11,67.67,0.014489
2020-03-27,AAPL,Apple Inc.,Technology,63.46,63.68,63.09,63.38,33512656,Kaggle_TechStocks_Dataset,-0.002989,-0.154933,63.0,67.34,0.014452
2020-03-30,AAPL,Apple Inc.,Technology,61.99,62.87,61.88,62.14,21148676,Kaggle_TechStocks_Dataset,-0.019565,-0.171467,62.83,66.97,0.015
2020-03-31,AAPL,Apple Inc.,Technology,60.9,61.42,59.99,60.82,20717906,Kaggle_TechStocks_Dataset,-0.021242,-0.189067,62.62,66.63,0.015571
2020-04-01,AAPL,Apple Inc.,Technology,61.75,62.93,61.31,61.73,44344757,Kaggle_TechStocks_Dataset,0.014962,-0.176933,62.53,66.36,0.015091
2020-04-02,AAPL,Apple Inc.,Technology,63.44,64.05,62.92,63.26,44882579,Kaggle_TechStocks_Dataset,0.024785,-0.156533,62.57,66.13,0.015901
2020-04-03,AAPL,Apple Inc.,Technology,62.95,63.68,62.72,63.2,45549587,Kaggle_TechStocks_Dataset,-0.000948,-0.157333,62.62,65.93,0.015777
2020-04-06,AAPL,Apple Inc.,Technology,64.53,64.56,63.26,64.36,16380025,Kaggle_TechStocks_Dataset,0.018354,-0.141867,62.68,65.74,0.015719
2020-04-07,AAPL,Apple Inc.,Technology,64.83,65.05,64.58,64.8,34861734,Kaggle_TechStocks_Dataset,0.006837,-0.136,62.73,65.59,0.015726
2020-04-08,AAPL,Apple Inc.,Technology,64.37,64.41,63.44,64.07,14310025,Kaggle_TechStocks_Dataset,-0.011265,-0.145733,62.85,65.45,0.014107
2020-04-09,AAPL,Apple Inc.,Technology,64.41,64.88,63.57,64.51,10339881,Kaggle_TechStocks_Dataset,0.006867,-0.139867,62.97,65.29,0.014119
2020-04-10,AAPL,Apple Inc.,Technology,66.41,67.46,65.53,66.32,10046990,Kaggle_TechStocks_Dataset,0.028058,-0.115733,63.2,65.17,0.015099
2020-04-13,AAPL,Apple Inc.,Technology,66.59,67.07,65.02,66.3,17763273,Kaggle_TechStocks_Dataset,-0.000302,-0.116,63.47,65.05,0.014688
2020-04-14,AAPL,Apple Inc.,Technology,67.92,68.94,66.99,68.19,22067923,Kaggle_TechStocks_Dataset,0.028507,-0.0908,63.8,65.0,0.015594
2020-04-15,AAPL,Apple Inc.,Technology,65.27,65.2,64.64,64.99,41716509,Kaggle_TechStocks_Dataset,-0.046928,-0.133467,63.9,64.9,0.019102
2020-04-16,AAPL,Apple Inc.,Technology,66.09,67.11,64.65,65.97,6874663,Kaggle_TechStocks_Dataset,0.015079,-0.1204,64.01,64.82,0.019025
2020-04-17,AAPL,Apple Inc.,Technology,65.8,67.06,65.29,66.09,37011366,Kaggle_TechStocks_Dataset,0.001819,-0.1188,64.17,64.76,0.018617
2020-04-20,AAPL,Apple Inc.,Technology,65.62,65.9,65.09,65.75,27041290,Kaggle_TechStocks_Dataset,-0.005144,-0.123333,64.33,64.7,0.018615
2020-04-21,AAPL,Apple Inc.,Technology,66.02,66.83,64.63,65.88,15109321,Kaggle_TechStocks_Dataset,0.001977,-0.1216,64.47,64.64,0.018596
2020-04-22,AAPL,Apple Inc.,Technology,63.27,64.26,63.44,63.54,25148159,Kaggle_TechStocks_Dataset,-0.035519,-0.1528,64.44,64.55,0.020042
2020-04-23,AAPL,Apple Inc.,Technology,63.36,63.47,62.32,63.31,15697161,Kaggle_TechStocks_Dataset,-0.00362,-0.155867,64.43,64.47,0.019971
2020-04-24,AAPL,Apple Inc.,Technology,63.64,64.36,62.83,63.74,30208015,Kaggle_TechStocks_Dataset,0.006792,-0.150133,64.45,64.35,0.020014
2020-04-27,AAPL,Apple Inc.,Technology,65.53,66.12,64.52,65.45,22258352,Kaggle_TechStocks_Dataset,0.026828,-0.127333,64.61,64.27,0.020256
2020-04-28,AAPL,Apple Inc.,Technology,64.57,65.13,63.85,64.86,9055870,Kaggle_TechStocks_Dataset,-0.009015,-0.1352,64.82,64.2,0.019668
2020-04-29,AAPL,Apple Inc.,Technology,64.18,65.15,62.66,63.94,6712570,Kaggle_TechStocks_Dataset,-0.014184,-0.147467,64.93,64.09,0.019846
2020-04-30,AAPL,Apple Inc.,Technology,63.68,64.47,62.99,63.38,27788088,Kaggle_TechStocks_Dataset,-0.008758,-0.154933,64.93,64.0,0.019222
2020-05-01,AAPL,Apple Inc.,Technology,64.74,65.32,64.33,64.44,45218238,Kaggle_TechStocks_Dataset,0.016725,-0.1408,64.99,63.93,0.019566
2020-05-04,AAPL,Apple Inc.,Technology,65.0,65.47,63.82,64.84,17853926,Kaggle_TechStocks_Dataset,0.006207,-0.135467,65.02,63.91,0.019189
2020-05-05,AAPL,Apple Inc.,Technology,64.0,64.81,63.76,64.24,36917005,Kaggle_TechStocks_Dataset,-0.009254,-0.143467,64.99,63.91,0.019249
2020-05-06,AAPL,Apple Inc.,Technology,65.02,65.72,64.47,64.85,33274406,Kaggle_TechStocks_Dataset,0.009496,-0.135333,65.03,63.92,0.019183
2020-05-07,AAPL,Apple Inc.,Technology,64.67,65.72,64.73,64.98,46646190,Kaggle_TechStocks_Dataset,0.002005,-0.1336,65.05,63.91,0.019133
2020-05-08,AAPL,Apple Inc.,Technology,65.81,66.27,65.34,66.13,41228069,Kaggle_TechStocks_Dataset,0.017698,-0.118267,65.04,63.92,0.018478
2020-05-11,AAPL,Apple Inc.,Technology,65.19,66.01,64.38,65.31,28763657,Kaggle_TechStocks_Dataset,-0.0124,-0.1292,64.99,63.92,0.018686
2020-05-12,AAPL,Apple Inc.,Technology,64.93,66.0,64.04,64.94,33194494,Kaggle_TechStocks_Dataset,-0.005665,-0.134133,64.83,63.91,0.017404
2020-05-13,AAPL,Apple Inc.,Technology,64.67,65.13,64.08,64.5,45020936,Kaggle_TechStocks_Dataset,-0.006775,-0.14,64.81,63.94,0.013959
2020-05-14,AAPL,Apple Inc.,Technology,62.94,62.94,62.54,62.82,20576420,Kaggle_TechStocks_Dataset,-0.026047,-0.1624,64.65,63.94,0.014591
2020-05-15,AAPL,Apple Inc.,Technology,63.14,64.18,62.12,63.17,17012940,Kaggle_TechStocks_Dataset,0.005571,-0.157733,64.5,63.96,0.014672
2020-05-18,AAPL,Apple Inc.,Technology,63.35,63.8,62.67,63.49,1529743,Kaggle_TechStocks_Dataset,0.005066,-0.153467,64.39,63.97,0.01474
2020-05-19,AAPL,Apple Inc.,Technology,63.83,63.89,63.33,63.51,41501002,Kaggle_TechStocks_Dataset,0.000315,-0.1532,64.27,63.96,0.014723
2020-05-20,AAPL,Apple Inc.,Technology,63.21,63.52,62.96,63.26,40248054,Kaggle_TechStocks_Dataset,-0.003936,-0.156533,64.26,63.99,0.012421
2020-05-21,AAPL,Apple Inc.,Technology,61.64,62.12,61.59,61.67,6118271,Kaggle_TechStocks_Dataset,-0.025134,-0.177733,64.18,63.98,0.013612
2020-05-22,AAPL,Apple Inc.,Technology,61.01,62.16,60.87,61.22,29266011,Kaggle_TechStocks_Dataset,-0.007297,-0.183733,64.05,63.98,0.01354
2020-05-25,AAPL,Apple Inc.,Technology,61.04,61.52,60.1,60.86,23735103,Kaggle_TechStocks_Dataset,-0.00588,-0.188533,63.82,63.97,0.01174
2020-05-26,AAPL,Apple Inc.,Technology,60.12,60.29,59.47,60.0,6816745,Kaggle_TechStocks_Dataset,-0.014131,-0.2,63.58,63.94,0.011919
2020-05-27,AAPL,Apple Inc.,Technology,59.67,60.9,59.39,59.84,49047843,Kaggle_TechStocks_Dataset,-0.002667,-0.202133,63.37,63.88,0.011668
2020-05-28,AAPL,Apple Inc.,Technology,60.04,61.36,59.17,60.29,11520098,Kaggle_TechStocks_Dataset,0.00752,-0.196133,63.22,63.81,0.011829
2020-05-29,AAPL,Apple Inc.,Technology,62.47,63.45,61.76,62.36,4294474,Kaggle_TechStocks_Dataset,0.034334,-0.168533,63.11,63.8,0.013818
2020-06-01,AAPL,Apple Inc.,Technology,62.67,62.92,62.16,62.57,30147521,Kaggle_TechStocks_Dataset,0.003368,-0.165733,63.0,63.8,0.013749
2020-06-02,AAPL,Apple Inc.,Technology,62.74,63.48,61.82,62.88,37204467,Kaggle_TechStocks_Dataset,0.004954,-0.1616,62.93,63.8,0.013704
2020-06-03,AAPL,Apple Inc.,Technology,63.09,64.05,62.49,62.81,2589728,Kaggle_TechStocks_Dataset,-0.001113,-0.162533,62.83,63.77,0.013481
2020-06-04,AAPL,Apple Inc.,Technology,60.45,61.61,60.12,60.66,33277164,Kaggle_TechStocks_Dataset,-0.03423,-0.1912,62.61,63.71,0.015296
2020-06-05,AAPL,Apple Inc.,Technology,60.61,60.74,60.53,60.65,27082301,Kaggle_TechStocks_Dataset,-0.000165,-0.191333,62.34,63.66,0.014505
2020-06-08,AAPL,Apple Inc.,Technology,61.0,60.87,59.56,60.73,6059985,Kaggle_TechStocks_Dataset,0.001319,-0.190267,62.11,63.63,0.014422
2020-06-09,AAPL,Apple Inc.,Technology,63.39,64.06,62.49,63.44,9453669,Kaggle_TechStocks_Dataset,0.044624,-0.154133,62.04,63.68,0.017976
2020-06-10,AAPL,Apple Inc.,Technology,63.33,64.4,62.7,63.24,28830740,Kaggle_TechStocks_Dataset,-0.003153,-0.1568,61.97,63.71,0.017933
2020-06-11,AAPL,Apple Inc.,Technology,63.53,64.31,62.69,63.6,15521523,Kaggle_TechStocks_Dataset,0.005693,-0.152,62.01,63.72,0.016963
2020-06-12,AAPL,Apple Inc.,Technology,63.44,64.24,63.17,63.58,46977470,Kaggle_TechStocks_Dataset,-0.000314,-0.152267,62.03,63.73,0.016926
2020-06-15,AAPL,Apple Inc.,Technology,62.56,62.45,61.91,62.26,41118271,Kaggle_TechStocks_Dataset,-0.020761,-0.169867,61.97,63.68,0.01753
2020-06-16,AAPL,Apple Inc.,Technology,63.5,64.42,62.41,63.56,49194793,Kaggle_TechStocks_Dataset,0.02088,-0.152533,61.97,63.66,0.018192
2020-06-17,AAPL,Apple Inc.,Technology,64.69,65.51,63.78,64.44,13723871,Kaggle_TechStocks_Dataset,0.013845,-0.1408,62.03,63.67,0.018412
2020-06-18,AAPL,Apple Inc.,Technology,65.2,65.92,64.7,65.38,48516458,Kaggle_TechStocks_Dataset,0.014587,-0.128267,62.22,63.68,0.017558
2020-06-19,AAPL,Apple Inc.,Technology,64.15,65.34,63.49,64.33,22130459,Kaggle_TechStocks_Dataset,-0.01606,-0.142267,62.37,63.64,0.017935
2020-06-22,AAPL,Apple Inc.,Technology,65.66,67.24,65.82,65.97,18028420,Kaggle_TechStocks_Dataset,0.025494,-0.1204,62.63,63.64,0.018514
2020-06-23,AAPL,Apple Inc.,Technology,64.43,64.64,64.05,64.33,3467126,Kaggle_TechStocks_Dataset,-0.02486,-0.142267,62.85,63.56,0.019216
2020-06-24,AAPL,Apple Inc.,Technology,64.94,65.74,64.59,65.03,3585497,Kaggle_TechStocks_Dataset,0.010881,-0.132933,63.11,63.56,0.019219
2020-06-25,AAPL,Apple Inc.,Technology,67.86,68.05,67.18,67.61,34908551,Kaggle_TechStocks_Dataset,0.039674,-0.098533,63.47,63.59,0.020781
2020-06-26,AAPL,Apple Inc.,Technology,66.4,67.49,65.67,66.42,23438520,Kaggle_TechStocks_Dataset,-0.017601,-0.1144,63.67,63.6,0.020286
2020-06-29,AAPL,Apple Inc.,Technology,66.07,66.55,65.6,65.76,12099559,Kaggle_TechStocks_Dataset,-0.009937,-0.1232,63.83,63.6,0.020503
2020-06-30,AAPL,Apple Inc.,Technology,65.69,66.76,65.45,65.9,31084545,Kaggle_TechStocks_Dataset,0.002129,-0.121333,63.98,63.6,0.020496
2020-07-01,AAPL,Apple Inc.,Technology,65.56,66.38,64.92,65.32,13390047,Kaggle_TechStocks_Dataset,-0.008801,-0.129067,64.11,63.64,0.02064
2020-07-02,AAPL,Apple Inc.,Technology,63.7,64.06,63.29,63.52,29303955,Kaggle_TechStocks_Dataset,-0.027557,-0.153067,64.25,63.64,0.020066
2020-07-03,AAPL,Apple Inc.,Technology,63.79,64.79,62.68,63.62,18601228,Kaggle_TechStocks_Dataset,0.001574,-0.151733,64.4,63.64,0.020058
2020-07-06,AAPL,Apple Inc.,Technology,62.64,63.11,62.13,62.42,41354059,Kaggle_TechStocks_Dataset,-0.018862,-0.167733,64.49,63.58,0.020625
2020-07-07,AAPL,Apple Inc.,Technology,63.13,63.22,61.94,62.97,41214111,Kaggle_TechStocks_Dataset,0.008811,-0.1604,64.46,63.54,0.018089
2020-07-08,AAPL,Apple Inc.,Technology,62.03,62.83,61.12,61.95,24390169,Kaggle_TechStocks_Dataset,-0.016198,-0.174,64.4,63.5,0.018432
2020-07-09,AAPL,Apple Inc.,Technology,63.47,64.72,62.83,63.7,18190136,Kaggle_TechStocks_Dataset,0.028249,-0.150667,64.4,63.51,0.019513
2020-07-10,AAPL,Apple Inc.,Technology,62.53,63.26,62.73,62.82,18765430,Kaggle_TechStocks_Dataset,-0.013815,-0.1624,64.37,63.48,0.019766
2020-07-13,AAPL,Apple Inc.,Technology,62.73,63.55,62.24,62.47,40480011,Kaggle_TechStocks_Dataset,-0.005571,-0.167067,64.38,63.43,0.019228
2020-07-14,AAPL,Apple Inc.,Technology,63.47,64.55,62.98,63.4,17080794,Kaggle_TechStocks_Dataset,0.014887,-0.154667,64.37,63.41,0.018935
2020-07-15,AAPL,Apple Inc.,Technology,62.19,62.4,61.63,62.01,11243909,Kaggle_TechStocks_Dataset,-0.021924,-0.1732,64.25,63.35,0.01925
2020-07-16,AAPL,Apple Inc.,Technology,62.27,63.51,61.7,62.28,5149728,Kaggle_TechStocks_Dataset,0.004354,-0.1696,64.09,63.3,0.018926
2020-07-17,AAPL,Apple Inc.,Technology,63.52,63.99,63.63,63.76,23867962,Kaggle_TechStocks_Dataset,0.023764,-0.149867,64.06,63.25,0.019484
2020-07-20,AAPL,Apple Inc.,Technology,61.7,62.23,61.28,61.93,24624472,Kaggle_TechStocks_Dataset,-0.028701,-0.174267,63.86,63.18,0.019482
2020-07-21,AAPL,Apple Inc.,Technology,62.27,62.43,61.36,62.15,42204526,Kaggle_TechStocks_Dataset,0.003552,-0.171333,63.75,63.13,0.018827
2020-07-22,AAPL,Apple Inc.,Technology,62.42,63.58,61.4,62.46,11840696,Kaggle_TechStocks_Dataset,0.004988,-0.1672,63.62,63.09,0.018667
2020-07-23,AAPL,Apple Inc.,Technology,63.17,64.21,63.04,63.36,19668572,Kaggle_TechStocks_Dataset,0.014409,-0.1552,63.41,63.1,0.01643
2020-07-24,AAPL,Apple Inc.,Technology,61.96,62.21,61.6,61.97,40611881,Kaggle_TechStocks_Dataset,-0.021938,-0.173733,63.19,63.08,0.016659
2020-07-27,AAPL,Apple Inc.,Technology,60.26,61.09,59.75,60.52,41357556,Kaggle_TechStocks_Dataset,-0.023398,-0.193067,62.93,63.02,0.017203
2020-07-28,AAPL,Apple Inc.,Technology,61.16,61.89,59.92,61.11,19845942,Kaggle_TechStocks_Dataset,0.009749,-0.1852,62.69,62.97,0.017429
2020-07-29,AAPL,Apple Inc.,Technology,61.32,61.62,61.21,61.46,23497077,Kaggle_TechStocks_Dataset,0.005727,-0.180533,62.49,62.93,0.017504
2020-07-30,AAPL,Apple Inc.,Technology,61.94,62.86,60.54,61.76,15861008,Kaggle_TechStocks_Dataset,0.004881,-0.176533,62.41,62.93,0.016577
2020-07-31,AAPL,Apple Inc.,Technology,62.04,63.17,61.75,62.16,46695189,Kaggle_TechStocks_Dataset,0.006477,-0.1712,62.33,62.95,0.016657
2020-08-03,AAPL,Apple Inc.,Technology,61.39,62.07,61.32,61.42,6813544,Kaggle_TechStocks_Dataset,-0.011905,-0.181067,62.28,62.96,0.016335
2020-08-04,AAPL,Apple Inc.,Technology,61.4,62.9,60.98,61.7,46753721,Kaggle_TechStocks_Dataset,0.004559,-0.177333,62.22,63.0,0.016232
2020-08-05,AAPL,Apple Inc.,Technology,61.77,62.59,61.08,62.04,34509456,Kaggle_TechStocks_Dataset,0.005511,-0.1728,62.22,63.04,0.015877
2020-08-06,AAPL,Apple Inc.,Technology,61.19,62.47,60.86,61.26,27047035,Kaggle_TechStocks_Dataset,-0.012573,-0.1832,62.1,63.06,0.014657
2020-08-07,AAPL,Apple Inc.,Technology,63.33,64.21,63.06,63.34,2600293,Kaggle_TechStocks_Dataset,0.033954,-0.155467,62.13,63.08,0.016394
2020-08-10,AAPL,Apple Inc.,Technology,63.96,64.73,63.29,63.9,24304213,Kaggle_TechStocks_Dataset,0.008841,-0.148,62.2,63.11,0.016428
2020-08-11,AAPL,Apple Inc.,Technology,62.42,62.81,62.45,62.55,20979657,Kaggle_TechStocks_Dataset,-0.021127,-0.166,62.16,63.1,0.016824
2020-08-12,AAPL,Apple Inc.,Technology,63.43,64.43,62.11,63.31,8899721,Kaggle_TechStocks_Dataset,0.01215,-0.155867,62.22,63.11,0.016261
2020-08-13,AAPL,Apple Inc.,Technology,62.44,62.79,61.57,62.22,33164070,Kaggle_TechStocks_Dataset,-0.017217,-0.1704,62.22,63.14,0.016746
2020-08-14,AAPL,Apple Inc.,Technology,63.3,63.38,62.72,63.12,48586394,Kaggle_TechStocks_Dataset,0.014465,-0.1584,62.19,63.19,0.016173
2020-08-17,AAPL,Apple Inc.,Technology,64.16,64.54,64.23,64.46,28547251,Kaggle_TechStocks_Dataset,0.021229,-0.140533,62.31,63.27,0.015407
2020-08-18,AAPL,Apple Inc.,Technology,63.52,64.27,62.48,63.53,36022910,Kaggle_TechStocks_Dataset,-0.014428,-0.152933,62.38,63.27,0.015837
